system_time_ns,unity_realtime_s,pos_mm_x,pos_mm_y,pos_mm_z,rot_q_x,rot_q_y,rot_q_z,rot_q_w,joint_rad_0,joint_rad_1,joint_rad_2,gimbal_rad_0,gimbal_rad_1,gimbal_rad_2,force_N_x,force_N_y,force_N_z,is_holding,held_ring_id,event_code,fps,dt_frame_s
203303200,9.6410351999948034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
1360075700,10.797915699993609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.864474237,1.1567725
1399651400,10.8374918000045,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,2.084652,0.039575700000000005
1400542700,10.838383800000884,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,58.0782547,0.0008913
1434405300,10.872245199992904,0,-65.47794,-88.07801,-0.2062377,-0.0321870074,-0.1676183,0.963501,0,0.26929757,-0.3704054,-0.0101165464,0.7908843,-0.3501628,0,0,0,0,-1,0,56.650898,0.0338626
1435194100,10.873034699994605,0,-65.47794,-88.07801,-0.205714881,-0.0315497741,-0.16729863,0.9636894,0,0.26929757,-0.3704054,-0.0113949152,0.789606,-0.3501628,0,0,0,0,-1,0,117.20578,0.00078880000000000009
1463558500,10.901398699992569,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,113.108261,0.0283644
1490545100,10.9283851999935,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,109.305618,0.026986600000000003
1491354900,10.929195799995796,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,165.583984,0.00080980000000000006
1505147400,10.942988199996762,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,160.929947,0.013792500000000001
1505775500,10.943616699994891,0,-65.47794,-88.07801,-0.206350312,-0.0315287448,-0.166656539,0.9636655,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.348884434,0,0,0,0,-1,0,232.4886,0.0006281
1531658400,10.969499200000428,0,-65.47794,-88.07801,-0.206350312,-0.0315287448,-0.166656539,0.9636655,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.348884434,0,0,0,0,-1,0,222.795944,0.0258829
1558174100,10.996014799995464,0,-65.47794,-88.07801,-0.206330121,-0.031660635,-0.167272434,0.963558733,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3501628,0,0,0,0,-1,0,213.541824,0.026515700000000003
1558655400,10.996496799998567,0,-65.47794,-88.07801,-0.20628944,-0.03192437,-0.168504074,0.9633441,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.352719516,0,0,0,0,-1,0,306.750061,0.00048130000000000004
1585837800,11.02367840000079,0,-65.47794,-88.07801,-0.20628944,-0.03192437,-0.168504074,0.9633441,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.352719516,0,0,0,0,-1,0,293.251984,0.027182400000000002
1586331900,11.024173099998734,0,-65.47794,-88.07801,-0.206269026,-0.0320562273,-0.16911982,0.9632362,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3539979,0,0,0,0,-1,0,379.783478,0.0004941
1637591200,11.075432099998579,0,-65.47794,-88.07801,-0.206269026,-0.0320562273,-0.16911982,0.9632362,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3539979,0,0,0,0,-1,0,361.769745,0.0512593
1661474400,11.099314999999478,0,-65.47794,-88.07801,-0.206133813,-0.0328459665,-0.17069675,0.962960362,0,0.26929757,-0.3704054,-0.0101165464,0.7908843,-0.356554627,0,0,0,0,-1,0,345.77478,0.0238832
1662156200,11.099997099998291,0,-65.47794,-88.07801,-0.205963135,-0.0338995866,-0.175618544,0.962074935,0,0.26929757,-0.3704054,-0.0101165464,0.7908843,-0.3667816,0,0,0,0,-1,0,401.82132,0.00068180000000000009
1687475500,11.125315999990562,0,-65.47794,-88.07801,-0.206059888,-0.0333740041,-0.17527318,0.962135553,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.3667816,0,0,0,0,-1,0,383.705017,0.025319300000000003
1688108500,11.125949299996137,0,-65.47794,-88.07801,-0.205886558,-0.0344272479,-0.180190757,0.961226761,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.377008557,0,0,0,0,-1,0,443.5087,0.000633
1715053600,11.152894200000446,0,-65.47794,-88.07801,-0.205886558,-0.0344272479,-0.180190757,0.961226761,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.377008557,0,0,0,0,-1,0,423.188873,0.026945100000000003
1740725900,11.17856679999386,0,-65.47794,-88.07801,-0.205775484,-0.0350850634,-0.183261812,0.9606459,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.383400381,0,0,0,0,-1,0,403.977051,0.025672300000000002
1741333000,11.179174099990632,0,-65.47794,-88.07801,-0.205685109,-0.0356110632,-0.185717329,0.960174263,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.388513863,0,0,0,0,-1,0,466.136963,0.00060710000000000007
1770183700,11.208024099993054,0,-65.47794,-88.07801,-0.205685109,-0.0356110632,-0.185717329,0.960174263,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.388513863,0,0,0,0,-1,0,444.563171,0.028850700000000003
1770770400,11.208611499998369,0,-65.47794,-88.07801,-0.205639437,-0.03587398,-0.186944664,0.9599361,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.391070634,0,0,0,0,-1,0,507.557434,0.0005867
1781989600,11.219830899994122,0,-65.47794,-88.07801,-0.205639437,-0.03587398,-0.186944664,0.9599361,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.391070634,0,0,0,0,-1,0,486.6362,0.0112192
1823441000,11.261281799990684,0,-65.47794,-88.07801,-0.205616429,-0.03600541,-0.187558174,0.959816337,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.392348975,0,0,0,0,-1,0,463.51062,0.0414514
1823933600,11.261774999991758,0,-65.47794,-88.07801,-0.205570251,-0.0362682343,-0.188785031,0.959575832,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.394905716,0,0,0,0,-1,0,541.837341,0.0004926
1838672800,11.276513499993598,0,-65.47794,-88.07801,-0.205570251,-0.0362682343,-0.188785031,0.959575832,0,0.26929757,-0.3704054,-0.0113949152,0.7908843,-0.394905716,0,0,0,0,-1,0,518.1378,0.014739200000000001
1839334500,11.277175700000953,0,-65.47794,-88.07801,-0.205466092,-0.03679241,-0.189129472,0.9595103,0,0.26929757,-0.3704054,-0.0101165464,0.7908843,-0.394905716,0,0,0,0,-1,0,567.7939,0.00066170000000000009
1866826100,11.304666900003213,0,-65.47794,-88.07801,-0.205466092,-0.03679241,-0.189129472,0.9595103,0,0.26929757,-0.3704054,-0.0101165464,0.7908843,-0.394905716,0,0,0,0,-1,0,541.2229,0.0274916
