system_time_ns,unity_realtime_s,pos_mm_x,pos_mm_y,pos_mm_z,rot_q_x,rot_q_y,rot_q_z,rot_q_w,joint_rad_0,joint_rad_1,joint_rad_2,gimbal_rad_0,gimbal_rad_1,gimbal_rad_2,force_N_x,force_N_y,force_N_z,is_holding,held_ring_id,event_code,fps,dt_frame_s
105089100,4.7006438999960665,0,-65.51071,-88.1142,0,0,0,1,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,0,0
1215677700,5.8113914999994449,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.192923367,0,0,0,0,-1,0,0.9004234,1.1105886
1310437100,5.9061504999990575,0,-65.51071,-88.1142,-0.211304277,-0.019956978,-0.0937970057,0.972704649,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,1.38305438,0.094759400000000008
1311120800,5.9068343999970239,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,74.44539,0.00068370000000000008
1311490100,5.9072041000035824,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,206.11441,0.00036930000000000003
1311776800,5.9074909999908414,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,370.207031,0.00028670000000000003
1320488000,5.9162015000038082,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,357.436432,0.0087112
1346294900,5.9420086000027368,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,341.502075,0.0258069
1359880000,5.9555936999968253,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,328.107483,0.013585100000000001
1374457600,5.9701706999912858,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.797276139,-0.194201738,0,0,0,0,-1,0,315.132019,0.014577600000000001
1401228600,5.9969419999979436,0,-65.51071,-88.1142,-0.2106698,-0.0200312734,-0.09443219,0.972779334,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,301.2431,0.026771000000000003
1416219500,6.0119331000023521,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,289.5163,0.014990900000000001
1443622000,6.0393355999985943,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,276.865143,0.027402500000000003
1456472400,6.0521808000048622,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,266.9128,0.012850400000000001
1483476600,6.0791902999917511,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.797276139,-0.194201738,0,0,0,0,-1,0,255.418732,0.027004200000000003
1499247500,6.09496119999676,0,-65.51071,-88.1142,-0.2106698,-0.0200312734,-0.09443219,0.972779334,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,245.818192,0.0157709
1530478100,6.1261916999937966,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,235.128281,0.0312306
1540929000,6.1366420999984257,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,228.156143,0.0104509
1554312000,6.1500254999991739,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,220.484421,0.013383
1582432000,6.1781453000003239,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.7985545,-0.194201738,0,0,0,0,-1,0,211.2383,0.028120000000000003
1595675600,6.19138920000114,0,-65.51071,-88.1142,-0.211291477,-0.020092031,-0.09441872,0.9726445,0,0.268889546,-0.370812863,-0.00116796058,0.797276139,-0.194201738,0,0,0,0,-1,0,204.4518,0.013243600000000001
